-0.0713621+0.184388j -0.324929-0.157847j 0.321559-0.692389j 0.0321968-0.0946965j -0.014392+0.0648327j -0.307327+0.575966j 0.28243-0.122579j -0.294907+0.396072j -0.400848+0.644244j -0.7087+0.628658j 0.144586-0.0573044j 0.90612-1.39709j 0.332183-0.261336j -0.00910225-0.30259j 0.194204-0.453187j 1.24697-1.59605j -0.930669+1.16086j 1.18829-1.58709j -0.85697+1.30941j -0.177511-0.302949j 0.3325-0.160739j -1.37301+1.95677j 1.09456-1.58027j 0.46671-0.932424j 0.825825-1.41537j -2.04954+2.73203j 0.0282581-0.104446j 0.438092-0.63202j 0.136334-0.0742422j 1.07787-1.23195j -0.727604+0.846465j 1.43184-1.4647j -1.72025+1.39455j -0.741742+0.978519j -0.866853-1.5536j 0.988011-0.935101j -0.628354+0.686151j 1.76254-1.30458j -1.91343+1.65171j -0.831879+1.02636j -1.63074+1.66506j -0.301515+0.345099j 0.491966-0.455209j 0.652537-0.577117j -3.20026+3.10496j 0.973358-0.960761j -0.521962+1.02257j 1.56366-1.60037j -1.50342+1.82456j -0.291705+0.959905j 0.0207743-0.24895j -0.664097+1.56634j 1.41572-0.935243j -0.653941+1.05757j 1.39775-1.14915j 0.8146-0.0997336j -0.238915-0.366184j -0.0347077+0.0131861j -2.04412+1.14999j -0.0303806-0.198738j 1.47991-1.14917j 1.02647+0.123155j -0.0560123-0.735185j -1.29093+0.333862j 0.510719-0.346682j -0.559905-0.401823j 0.968398+0.781743j 0.283839-0.703245j 1.20573+0.92212j -0.909878+2.46631j 
0.453765-0.14995j -0.0582323-0.349221j 0.469038+2.06675j 0.479035-0.0991787j -0.284243+0.727418j -1.11092-4.33054j 0.11978+0.469516j -0.924166-3.20142j -1.47296-5.02008j -2.20683-6.30631j 0.843069+1.29951j 2.27252+8.71982j 0.105437+3.52497j 0.316446+0.0432302j 0.98336+3.02936j 3.1273+11.1187j -3.65481-9.44435j 2.59068+11.0558j -1.10265-8.45087j -0.61393+0.189125j 0.790779+3.90583j -2.70051-13.3543j 0.517992+12.7588j 1.87842+6.33539j 2.52463+8.50337j -3.83018-20.7358j 0.632325+3.69618j -1.06713+3.94303j -1.3536+0.467747j 1.66702+11.0349j -1.1087-6.63737j 2.19414+14.5051j -2.45085-13.3547j -2.24939-7.38637j 9.42763+1.00629j 1.31318+10.02j -0.969879-6.18069j 1.59029+12.9569j -1.45259-15.4819j -0.118678-7.66767j -2.57386-10.0839j -0.280269-1.4054j 1.14959+6.35555j 0.949112+4.05203j -1.45518-22.4186j 1.02995+10.4741j -0.13578-6.57047j 1.51458+10.965j -2.00621-14.6413j 0.618118-2.08119j 0.272438+2.60766j -1.71816-8.76707j 1.1474+11.2537j -1.0704-10.8291j 1.93378+11.9173j 0.198518+3.8058j 0.42706-0.342011j 0.208178+3.77149j -0.4818-8.01259j -0.457947+0.913775j 0.0349234+6.58872j -0.385634+5.7812j 0.628132+2.79969j -0.377321-0.694199j 0.907711+3.66178j -0.2234-0.501834j 0.338209+0.567929j -0.431817-2.66049j -0.0291708+0.477679j 0.0492744+0.00968543j 
-8.83869+1.09554j 17.7978+17.0139j -5.55136-60.1473j -38.1642+5.25675j -0.606995-5.08442j 68.91+126.854j -44.3191-22.7998j 11.4735+89.6535j 100.221+137.157j 115.737+192.568j -43.0291-34.2298j -95.2155-263.175j 35.4452-90.5853j -12.9232-9.5242j -55.0039-87.3938j -93.1676-317.075j 61.2863+293.038j -78.1972-344.632j 47.8502+261.874j -26.0976+12.8725j -8.53393-105.162j 74.0255+431.218j -63.6741-339.465j -19.2982-186.9j -49.2846-289.878j 88.2867+653.562j -21.856-100.521j -38.6371-143.566j 24.8529-15.519j -19.4223-345.791j -15.819+198.119j -23.3795-424.521j 30.1728+406.885j 29.3942+192.74j -287.809-69.9191j 4.08239-265.375j -29.4238+195.085j 31.8501-406.186j -23.8978+423.499j 15.0996+198.88j -22.7096+345.501j 25.7288+16.132j 39.2357-142.206j 22.1044-98.9371j -89.7563+654.279j 50.5382-289.411j -18.9573+187.372j 66.5422-339.138j -75.0448+430.744j -8.30329+104.137j -25.8824-12.863j -51.4671+261.524j 82.1059-344.305j -62.5175+293.673j 95.2562-316.973j 55.6437-88.4722j -12.9793+8.64786j -33.8925-93.3468j -96.3608+263.318j 43.2406-32.8898j 116.395-192.745j 101.832-137.347j 11.1617-89.4882j -44.9581+22.6499j 69.1792-126.399j -1.17951+5.11821j -38.1895-5.52316j -5.76626+59.9664j 17.597-17.18j -9.23828-1.46864j 
-6.63108+0.77463j 14.0282+13.5011j -4.10322-47.0581j -30.4803+3.83396j -1.21193-3.81998j 53.3438+99.0054j -35.5832-17.9316j 7.92988+70.2632j 79.194+107.678j 88.8497+149.811j -33.3566-26.7169j -72.7455-204.687j 28.7503-70.523j -10.0511-6.53567j -41.6934-68.6764j -70.4294-249.25j 45.9254+228.986j -59.248-269.217j 35.8702+204.198j -20.7025+9.89719j -4.53994-81.6078j 54.891+337.783j -47.7597-265.936j -11.2876-146.777j -37.3896-226.262j 64.1214+509.814j -16.3273-77.8415j -29.4343-112.165j 20.407-12.641j -15.0732-270.999j -13.4711+155.598j -14.4078-332.176j 20.5925+318.146j 21.2174+150.773j -224.529-57.1075j 4.78508-205.998j -24.5374+150.891j 28.8214-317.328j -24.451+332.523j 9.49664+155.196j -19.5895+267.651j 22.1254+13.5958j 31.9073-112.898j 18.2546-76.5209j -78.1473+509.786j 42.9144-226.377j -15.406+146.38j 53.1507-263.316j -62.8101+333.993j -6.62492+81.7771j -20.8853-9.94187j -40.8977+204.497j 66.8738-267.466j -51.7311+228.489j 77.2895-247.338j 43.9586-69.1902j -11.8549+6.9437j -27.5256-70.4048j -77.2089+205.086j 34.4808-26.3845j 92.9755-148.667j 80.8541-105.936j 9.71429-70.6885j -35.7682+17.3613j 55.9262-98.497j -0.305438+3.89346j -30.222-3.82989j -5.16347+46.5089j 14.4329-13.6047j -7.17575-0.935869j 
17.7636-2.50623j -35.1266-34.177j 11.3298+119.686j 75.5094-10.6445j 1.45532+10.7162j -135.368-252.498j 88.6285+45.4814j -22.6815-178.439j -199.337-272.638j -227.739-381.747j 84.7406+67.7258j 188.349+522.838j -68.1474+181.369j 26.0374+16.604j 106.302+174.305j 183.497+633.716j -121.391-585.006j 158.929+685.055j -94.3775-520.153j 52.2781-23.7367j 16.7433+209.541j -147.707-855.452j 128.141+675.336j 36.7299+373.388j 98.2286+575.912j -173.96-1299.26j 43.036+200.544j 77.8194+285.204j -48.0741+33.9469j 41.5253+687.983j 27.7035-396.198j 44.3977+845.565j -60.2722-809.971j -56.9204-385.348j 572.732+140.151j -6.45377+525.551j 57.5432-385.611j -61.5852+809.956j 46.0173-845.518j -26.9361-396.121j 42.644-687.912j -48.3055-34.048j -78.1247+285.169j -43.4107+200.512j 176.228-1299.58j -99.3774+575.805j 37.2634-373.379j -129.261+675.1j 149.316-855.474j 17.1597-209.622j 52.2826+23.6738j 95.4968-520.156j -160.265+684.853j 122.65-585.031j -184.811+633.696j -106.817+174.548j 26.0601-16.4575j 67.8772+181.342j 189.246-523.055j -84.9195+67.7916j -228.452+382.029j -199.701+272.91j -23.1224+178.544j 88.8353-45.5248j -135.915+252.706j 1.5256-10.6133j 75.5501+10.6751j 11.4981-119.593j -35.1676+34.0663j 17.7147+2.43974j 
-11.2331+1.45947j 22.4399+21.2836j -6.68764-75.8638j -47.7534+6.40787j -1.12161-6.02275j 86.5467+160.155j -55.925-28.4669j 14.8696+113.449j 127.405+173.393j 145.479+241.554j -54.3743-41.6841j -120.16-331.648j 43.4244-115.179j -15.8553-11.0046j -68.1339-111.047j -116.295-401.564j 77.4488+370.641j -100.402-434j 61.2217+329.695j -33.4517+16.2511j -10.2906-134.676j 93.3305+542.962j -80.7303-428.342j -24.872-237.276j -63.4245-366.399j 109.697+824.302j -27.3453-123.392j -49.423-181.568j 30.438-21.5479j -26.9728-436.656j -16.9691+251.655j -29.5137-536.242j 38.5422+512.771j 36.0813+245.748j -363.779-88.9339j 4.07433-332.717j -36.6588+245.894j 39.3965-512.797j -30.2905+536.205j 16.5024+251.508j -27.481+436.345j 30.6339+21.3501j 49.5816-181.648j 27.511-123.563j -111.239+824.464j 64.1765-366.38j -25.3989+237.195j 81.376-428.349j -94.4114+542.983j -10.5426+134.611j -33.5898-16.0824j -61.9123+329.707j 101.139-434.206j -78.3123+370.558j 117.014-401.67j 68.3055-111.124j -16.1028+11.0555j -43.2689-115.321j -120.666+331.76j 54.4332-41.8418j 145.756-241.778j 127.677-173.352j 15.0359-113.414j -56.0479+28.7225j 86.8799-160.254j -0.919301+6.03941j -47.8834-6.26097j -6.96677+75.8972j 22.3191-21.2294j -11.2576-1.4181j 
7.60716-1.05195j -15.1815-14.5498j 5.20456+49.825j 31.8533-4.33786j 0.160844+4.17627j -58.4314-105.167j 37.6298+18.522j -9.89484-75.4211j -85.1377-113.366j -97.7885-158.64j 36.4435+28.1337j 80.8928+218.716j -29.1345+75.4075j 12.4061+7.4328j 46.0635+73.9838j 80.3516+264.597j -53.6238-244.3j 69.4398+285.619j -42.2765-218.244j 22.1562-11.0913j 7.18192+87.1269j -64.9188-356.718j 55.267+280.988j 15.7369+156.347j 44.4773+241.924j -80.6365-544.375j 18.9278+82.0009j 33.3928+121.035j -22.9416+14.7967j 19.5009+285.569j 10.2349-166.092j 24.3153+355.272j -29.4032-338.56j -25.2278-161.094j 240.617+57.0083j -0.745099+220.413j 23.3777-161.357j -23.0379+339.725j 16.4437-354.717j -13.495-165.808j 16.9908-289.078j -21.677-13.5361j -31.0846+119.558j -17.6299+83.2442j 69.6074-544.213j -40.6766+241.308j 12.8933-156.823j -51.3799+284.233j 59.5641-360.129j 5.24369-87.5783j 21.6674+10.3476j 38.6943-217.994j -64.1025+287.405j 49.9697-244.629j -75.6455+266.249j -44.4052+73.4399j 10.7164-6.86234j 30.0692+75.4635j 77.8362-218.718j -35.516+28.6077j -94.63+160.159j -84.1462+115.013j -8.82881+75.0346j 37.6316-19.0974j -56.8736+105.856j 1.06447-4.26125j 32.2512+4.10152j 4.55607-50.2342j -14.806+14.3138j 7.16942+0.801409j 
7.3869-1.18497j -13.9686-13.9601j 4.41418+48.5309j 30.4804-4.63018j 0.908709+4.3011j -54.7128-101.941j 35.5924+18.2677j -8.60034-72.1794j -80.8421-111.023j -92.0377-155.88j 34.5387+26.1798j 75.9086+212.738j -26.976+75.8937j 10.3778+7.12149j 44.3501+71.9886j 74.7701+256.281j -48.9505-237.875j 64.8689+278.62j -40.6307-211.475j 20.4484-10.8075j 6.42828+83.8093j -58.1613-348.084j 52.2332+274.177j 14.9232+151.352j 39.3369+233.953j -70.0154-529.231j 17.1481+80.2278j 30.5874+114.747j -20.8619+13.2751j 17.1628+278.99j 12.4362-160.993j 17.7462+342.097j -24.28-328.132j -23.0692-157.82j 232.226+57.7691j -1.9407+215.168j 24.1853-155.656j -25.3085+328.665j 19.5264-343.191j -12.0322-160.326j 16.1977-279.462j -19.8844-12.5159j -31.1202+115.832j -17.6094+81.5653j 72.3607-528.003j -40.0729+234.046j 16.1459-150.796j -51.3018+274.592j 60.2893-348.416j 7.33304-84.9865j 20.4571+10.2489j 38.8209-211.525j -62.934+278.563j 49.9437-236.82j -75.2879+256.324j -44.3119+70.7162j 10.3202-7.89788j 27.9989+73.2217j 76.6599-212.883j -34.4793+27.6668j -92.7674+155.561j -80.1776+111.002j -9.54271+72.5119j 35.2842-18.3319j -55.2509+102.541j 0.455881-4.14212j 30.5309+4.31341j 4.68046-48.5256j -14.1563+13.722j 7.0992+0.878101j 
3.2189-0.501402j -6.30697-5.72297j 2.52527+18.2991j 13.1783-1.36788j 0.379391+1.31142j -25.376-40.7231j 16.2385+7.13787j -4.61615-28.9028j -35.5731-42.0671j -40.9892-60.4507j 14.9089+10.7744j 34.1065+84.2038j -12.0369+28.5091j 4.47138+2.80392j 19.7263+27.5525j 35.4644+99.6783j -23.2463-92.2661j 29.9512+109.441j -19.5978-83.1072j 8.8984-1.91348j 2.22253+34.5879j -28.3058-136.054j 24.4482+107.851j 6.42279+59.2705j 19.282+91.3276j -33.8779-206.994j 8.80639+30.6752j 14.9948+44.1371j -9.48074+4.61859j 10.4968+110.759j 4.77784-62.5445j 10.4022+133.705j -13.1101-129.757j -11.3313-62.1464j 92.2498+21.2838j 0.780081+83.1841j 8.13077-60.3422j -8.2498+129.887j 5.91145-135.006j -6.43454-63.2345j 5.85262-110.649j -7.74205-5.1369j -14.6742+46.5878j -6.96584+31.5518j 27.4321-208.585j -15.2566+93.3025j 4.39099-59.6067j -21.9967+106.89j 23.5304-138.282j 1.93803-33.1137j 9.68117+4.63018j 15.8708-83.5013j -25.1932+110.146j 18.2842-93.7706j -29.7019+100.89j -18.274+28.0345j 4.34212-3.08733j 12.6352+28.2485j 31.2435-83.7016j -14.3388+10.8303j -38.3435+61.3181j -34.3524+43.4355j -3.09406+28.4091j 15.7014-7.56317j -23.2967+40.248j 0.553095-1.10565j 13.2229+1.67331j 1.61288-19.0505j -6.24119+5.67133j 2.63346+0.146546j 
-8.30051+1.37191j 15.5178+15.299j -5.44124-55.111j -34.1971+5.17376j -0.430426-4.60945j 60.8386+115.501j -40.1812-20.9075j 10.4855+81.877j 90.5891+125.655j 105.161+175.585j -37.6759-30.9157j -87.2597-240.497j 31.3308-83.5084j -11.2779-6.80186j -47.41-78.9683j -86.3454-289.426j 56.702+266.721j -71.6944-312.847j 44.2597+237.824j -24.0267+12.1916j -8.36807-95.6892j 68.7407+392.451j -59.3817-308.292j -15.9895-171.353j -45.3182-263.58j 81.2907+594.693j -19.4951-89.1214j -34.8286-130.457j 20.888-15.4894j -19.8253-314.404j -12.1575+180.872j -22.3041-388.048j 29.4305+370.628j 26.0211+176.552j -263.6-62.581j 2.13246-240.718j -24.6365+177.508j 25.8015-371.758j -20.7603+386.716j 14.153+179.344j -17.229+314.885j 22.3714+14.5009j 33.1946-130.698j 20.038-91.0966j -76.4864+595.93j 44.3216-264.308j -16.7451+172.052j 56.4616-309.987j -64.6831+393.166j -6.86043+96.5635j -23.7868-11.5686j -41.4039+239.103j 70.3778-313.589j -53.1388+267.905j 81.1071-289.463j 47.373-79.5038j -11.395+7.53096j -31.3127-83.2928j -83.7536+238.819j 38.1677-31.007j 102.714-176.167j 88.9157-125.042j 9.53942-81.6075j -39.5018+20.9767j 60.7692-116.162j -0.993889+5.17697j -33.2779-4.7553j -4.66216+55.0159j 15.667-15.4979j -8.10069-0.939177j 
9.98504-1.39463j -18.9063-18.905j 6.52519+66.2145j 40.902-6.27231j 0.828564+5.78839j -74.1959-138.337j 48.1508+24.0855j -13.206-97.1364j -109.313-150.201j -124.902-209.98j 47.1334+37.33j 103.362+288.981j -35.6015+101.244j 14.8678+9.27396j 59.0808+96.2839j 101.727+348.667j -67.8406-321.003j 88.3947+375.552j -52.4637-285.845j 27.7671-13.584j 8.60133+115.754j -84.4965-473.997j 70.1161+371.24j 21.7481+205.66j 53.9398+318.582j -97.1946-715.505j 24.7777+108.096j 43.7247+157.006j -26.5143+16.9447j 23.6995+379.79j 15.9323-216.643j 27.1085+467.848j -35.6249-446.025j -31.2165-212.483j 316.114+74.6308j -2.77676+288.1j 29.4931-212.275j -30.4941+446.255j 24.7103-466.445j -15.7545-217.936j 21.7679-379.839j -26.5151-18.3901j -40.5339+157.892j -23.5988+109.414j 92.1956-718.025j -52.3507+317.919j 19.3097-204.996j -67.8962+371.803j 77.8169-472.737j 8.73955-115.594j 28.1376+13.075j 50.856-286.023j -84.3512+378.029j 66.1991-321.778j -99.2552+349.651j -57.8233+96.3166j 13.9064-9.99865j 37.8704+99.9328j 101.06-288.398j -46.04+37.4514j -123.376+211.057j -107.358+151.409j -12.2331+98.4649j 47.467-25.2838j -73.3055+139.234j 0.66456-5.75764j 41.2169+5.78572j 5.92814-66.068j -18.833+18.5743j 9.56522+1.19797j 
5.39881-1.02738j -9.47409-8.20226j 2.56721+28.9732j 19.0226-2.2133j 1.51527+2.48079j -36.7975-62.9569j 24.0591+11.6223j -6.30515-44.1932j -53.9035-66.8503j -61.7068-93.2601j 22.9574+17.0936j 52.2847+128.998j -18.5369+45.6474j 6.62+3.61775j 29.9588+41.8705j 50.4781+156.901j -34.1226-143.173j 44.0516+167.444j -26.551-128.731j 14.1848-6.30297j 6.00319+49.7265j -41.9787-210.808j 35.7367+166.026j 10.8303+91.538j 27.2248+141.984j -48.1463-320.766j 11.5139+48.4356j 21.0799+71.3543j -13.7787+7.43771j 12.6428+168.599j 6.89064-98.265j 14.9799+207.543j -17.656-198.356j -14.7929-94.4708j 139.955+33.9275j -0.0640962+128.398j 14.4317-95.5085j -13.7696+200.125j 10.7508-208.773j -8.16799-96.0094j 9.65314-169.795j -13.8482-7.0752j -19.7754+71.2514j -10.4516+48.7829j 44.5345-321.129j -24.305+141.339j 9.78218-91.5113j -32.8623+166.376j 37.3779-210.908j 3.26142-52.2815j 13.9253+6.35606j 24.3418-129.044j -41.9996+169.184j 31.1908-144.22j -48.0557+155.829j -28.1208+42.9616j 6.96571-3.53512j 18.8569+44.1864j 49.9711-129.812j -22.33+17.0075j -59.6669+94.7969j -53.0453+68.0378j -5.74482+44.0521j 24.18-11.3517j -36.357+62.1618j 0.176073-2.24823j 20.0849+2.19744j 2.43225-30.2613j -9.38253+7.97639j 4.15363+0.402845j 
-15.6903+2.2113j 29.274+28.2445j -10.4447-99.3803j -61.5804+9.72945j -1.98898-8.1472j 115.034+206.124j -74.2024-35.9331j 19.8191+147.198j 169.276+224.238j 194.886+313.098j -71.8819-54.6613j -162.912-430.352j 55.0631-151.043j -21.1144-15.945j -90.25-141.068j -161.635-520.345j 108.26+479.925j -141.38-565.075j 85.4198+429.113j -41.8653+20.3241j -16.3548-174.211j 132.11+705.289j -114.403-557.036j -34.2826-307.105j -89.4412-475.279j 160.326+1071.38j -40.2574-162.44j -67.6997-235.553j 38.376-28.0753j -43.1123-568.465j -18.3073+327.989j -49.1722-698.315j 60.2843+669.432j 51.397+318.763j -474.28-109.329j 0.241851-435.663j -43.9992+319.559j 40.7441-670.208j -29.3458+699.142j 27.4272+326.554j -25.856+568.56j 41.5009+27.3035j 60.1796-236.746j 35.1108-163.445j -129.665+1076.4j 76.2774-476.887j -25.5645+308.034j 97.6549-558.604j -114.495+708.622j -11.4614+173.563j -43.3893-20.7721j -73.9588+430.132j 124.842-566.359j -95.5416+482.615j 146.404-523.607j 86.871-144.655j -20.914+14.1741j -59.5136-149.758j -150.45+433.483j 70.0847-56.6836j 185.091-318.198j 163.006-227.054j 17.5316-147.574j -73.2634+38.349j 110.372-209.629j -1.36744+8.19043j -62.9465-8.57122j -8.00342+99.6746j 28.3393-27.7582j -14.3272-1.58916j 
-0.627906-0.231966j 0.659068+0.672946j -0.264549-3.62359j -1.83786-1.04519j 0.610577+0.152165j 3.89481+7.93091j -2.0844-1.67226j 0.599832+5.15852j 6.09862+8.06487j 5.8432+13.2274j -2.53029-2.99823j -5.37845-15.1722j 1.78554-6.64335j -3.14196-3.23997j -2.13376-3.85409j -3.98547-20.0717j 2.59889+16.7121j -3.5871-20.5304j 2.12934+16.4572j -1.54141+0.663794j 0.314098-5.86099j 3.46434+26.1245j -3.00645-21.2992j -2.07892-12.2435j -1.63926-17.8213j 4.93894+39.5447j -2.37823-7.99017j -1.15407-8.27293j 1.04871-0.80416j -0.616559-20.5219j -1.65565+12.5027j -0.00730926-25.5246j 1.8657+23.4104j 0.812425+10.8557j -16.0788-5.18715j 0.39359-16.4852j -0.962886+12.433j 1.38011-24.1617j -1.48295+25.6596j 0.245008+12.608j -1.64922+21.717j 1.09326+1.56293j 1.89459-8.67869j 1.4079-5.8423j -5.04022+39.5873j 2.30984-17.6666j -0.422855+11.5285j 3.51991-20.2786j -3.64941+26.4182j -0.301613+6.22308j -1.3671-0.657992j -1.96682+15.7727j 3.73734-20.2812j -3.17813+18.0861j 4.86312-18.6402j 2.88839-4.98594j -0.597293+0.104668j -1.51484-5.09948j -4.70305+15.4823j 2.20837-2.14572j 6.79208-11.0074j 5.01482-8.01847j 0.918174-5.76618j -2.09192+0.910975j 3.72942-7.64957j -0.583545+0.0744088j -1.67116-0.168427j -0.127237+3.51787j 0.972572-0.972797j -0.323715-0.0639988j 
-11.1725+1.04674j 20.9161+20.8409j -7.92796-72.7383j -45.0225+7.29512j -1.52823-6.26818j 83.9276+151.751j -53.9354-27.1807j 18.4491+107.094j 121.118+163.9j 140.075+229.087j -50.443-39.3752j -116.2-314.284j 39.4365-108.753j -14.7447-10.9895j -65.5378-103.828j -115.757-380.747j 75.7789+351.376j -101.842-412.572j 61.6463+311.782j -31.4089+16.1827j -11.5491-125.551j 94.6121+514.134j -81.0037-407.411j -25.9129-224.114j -62.1743-348.615j 115.461+783.202j -28.3214-118.378j -48.2847-170.022j 30.5557-20.0226j -31.8066-414.056j -12.1636+238.272j -35.8014-509.754j 43.1881+488.255j 37.8131+231.41j -347.122-78.9773j -1.14775-317.434j -29.091+233.634j 29.5337-488.713j -19.8978+510.715j 18.7416+237.533j -18.4678+414.554j 29.7678+19.8955j 43.2826-172.178j 24.321-119.208j -93.1082+785.624j 53.8814-347.286j -18.6578+224.355j 69.7044-407.653j -80.6369+517.073j -7.96038+127.062j -31.072-14.0564j -52.6463+313.939j 88.2305-413.018j -67.7175+352.537j 103.925-382.232j 61.6124-105.197j -14.9375+10.7854j -42.2105-109.828j -107.086+316.236j 50.0012-40.9309j 132.452-231.436j 115.921-165.824j 12.1283-107.596j -52.5702+28.0618j 78.6005-152.952j -0.932216+6.69374j -44.9355-6.35704j -5.7291+72.5809j 20.1504-20.2864j -10.4187-1.11744j 
-3.32166+0.380568j 5.81231+4.72569j -2.07601-19.8707j -11.827+3.3128j 0.778755-1.2934j 22.4815+40.0138j -15.5819-8.49757j 4.39736+28.2287j 35.0494+40.6885j 40.9481+59.1726j -14.9874-10.1564j -33.4079-82.0591j 10.8674-29.917j -4.49252-2.69403j -20.0983-26.7295j -34.6358-100.842j 23.0225+92.9912j -29.2184-108.024j 19.1949+82.3063j -9.22229+4.69861j -4.75896-33.7883j 27.9178+135.603j -23.8963-107.055j -7.78862-59.7028j -19.077-90.9653j 37.4113+205.608j -9.1138-32.0041j -13.812-45.215j 9.10629-4.433j -10.7343-109.458j -2.54669+62.8895j -11.4923-134.192j 16.4675+127.89j 12.3614+63.4659j -92.1286-18.4597j -1.76723-83.9026j -7.06805+61.6653j 5.77041-129.772j -3.40477+134.947j 7.89929+61.8996j -3.86015+108.867j 8.65908+4.81976j 11.7609-46.1338j 6.25205-31.6792j -21.2225+206.554j 13.2444-91.9065j -3.9811+59.326j 18.1584-107.515j -19.8248+135.518j -1.45495+33.3189j -7.83905-3.6884j -13.0112+82.0341j 23.1118-108.824j -17.0327+93.0971j 27.5294-101.164j 16.3997-28.2664j -3.93999+2.59514j -12.2122-28.7214j -28.5337+83.6151j 13.8244-10.9366j 35.872-61.4812j 31.5133-44.2829j 3.02184-28.0894j -14.5502+7.38355j 21.5106-40.7501j -0.107821+1.35961j -12.3077-1.57588j -0.941157+19.2023j 5.4607-5.275j -2.97698-0.363932j 
-9.21281+0.281413j 17.9999+17.5902j -6.52753-60.8118j -37.8779+6.00469j -0.767605-6.22054j 72.9561+123.392j -43.9212-21.859j 13.469+88.1755j 102.028+133.47j 119.051+188.821j -42.0163-34.0622j -102.052-259.964j 31.3158-92.5351j -12.5524-7.22697j -55.4855-86.9326j -99.8363-316.114j 69.5082+289.14j -87.7375-341.013j 54.6227+258.909j -26.3082+12.8582j -12.015-103.808j 85.5239+427.605j -73.54-336.712j -23.4142-186.178j -58.5879-288.497j 103.627+648.482j -25.3532-98.8373j -42.827-141.17j 24.0201-16.8714j -31.0946-342.368j -7.98109+197.309j -35.2703-422.246j 41.2052+404.39j 33.0278+193.186j -288.24-61.7495j -3.93947-263.172j -23.7782+193.068j 19.1347-405.016j -12.3925+421.529j 18.1741+196.91j -12.3301+343.312j 25.6774+15.8581j 35.0938-142.826j 20.0231-99.1561j -71.0184+650.266j 42.3249-289.006j -13.3517+186.722j 55.164-338.414j -63.2217+428.673j -6.66513+104.08j -25.9215-11.5055j -40.9807+260.531j 70.2311-342.173j -53.6742+292.062j 84.0176-317.067j 51.3306-87.7358j -12.3427+8.58383j -36.5852-90.5056j -87.2831+262.851j 41.696-34.0234j 109.399-192.258j 95.914-137.931j 8.89936-89.1022j -44.1967+22.9844j 65.1301-126.636j -0.939404+4.85391j -38.4107-5.27121j -4.10452+59.8755j 16.9408-16.9291j -8.52394-0.977473j 
-3.46441+0.219862j 6.37793+6.4938j -2.43011-22.7261j -14.2765+2.43049j -0.381489-1.98695j 26.7237+47.7237j -16.4368-8.66777j 3.81221+33.1285j 36.9892+50.4382j 42.3418+72.0964j -19.0032-9.26581j -38.052-98.1289j 13.9145-34.3584j -4.33572-3.57132j -17.689-32.8755j -36.1692-118.209j 26.0203+109.648j -30.7134-128.855j 17.1191+97.1798j -9.83525+5.37374j -3.5451-38.7885j 30.9261+161.02j -26.4011-125.412j -7.79339-70.162j -20.622-106.285j 37.393+243.647j -9.24459-36.9486j -14.788-53.4251j 8.92647-6.78348j -10.9004-128.448j -4.48255+74.3473j -11.3706-158.144j 13.6171+151.432j 11.9847+72.0664j -108.685-23.8717j -0.714774-98.8771j -7.87543+72.9514j 8.50197-151.5j -5.2135+159.519j 6.23071+73.7872j -4.85298+128.715j 9.45012+6.16967j 13.4664-53.4946j 6.73612-37.1447j -27.4675+243.909j 16.1962-107.839j -5.57683+69.4401j 21.0891-126.66j -24.1514+160.709j -2.23281+39.7596j -9.60894-4.65407j -16.0638+97.3549j 26.1955-128.441j -20.4023+109.435j 31.4901-118.921j 19.0147-32.8205j -4.1175+3.56687j -13.1797-34.0521j -32.6145+98.5025j 15.387-12.6171j 40.6386-71.6266j 35.3788-51.8233j 3.58903-33.4576j -16.2276+8.69467j 24.0431-47.5883j -0.338075+2.13503j -13.8654-2.02904j -1.65794+22.4983j 6.14628-6.31902j -3.24529-0.344637j 
0.146215-0.09451j -0.719527-0.14063j -0.932327+2.65355j 1.90255+1.70102j -0.39328+1.46513j 1.20176-6.94833j -0.106459+2.72311j 0.145853-4.7181j -0.524716-8.68788j 0.305289-10.5581j -1.58168+1.43401j -2.2549+16.0752j -1.46169+5.23232j -0.348624+0.392292j -1.37039+4.36091j -1.43601+17.6901j 1.17048-16.067j -2.93453+17.901j 1.72423-15.2107j -0.444966-0.0539611j -0.602415+5.82558j 2.22317-22.8327j -3.06722+18.9686j -3.04447+10.6686j -3.29884+16.1524j 5.68946-35.2719j -0.971987+5.8569j -1.67856+7.59025j -0.370185+0.602355j -4.33396+18.3509j 3.0808-9.76658j -4.33208+24.131j 4.31983-22.4976j 1.40867-9.94551j 14.6798+7.22523j -2.73768+14.5072j 2.37359-9.87806j -4.2046+22.3345j 4.91695-22.7573j 1.64547-10.8686j 2.81147-18.3282j -0.502793-1.26499j -2.08135+6.7855j -0.988265+5.16286j 7.52034-33.1154j -3.64819+14.9615j 2.41006-9.89714j -4.06713+17.2792j 5.50296-21.9904j 1.28037-5.33623j 0.842187+0.22929j 3.77212-13.3886j -4.42794+17.4142j 4.04628-15.4847j -4.16454+16.2977j -1.16309+4.1388j 0.501231-0.832817j -0.216545+5.40161j 3.3411-13.2066j -1.04292+1.23967j -3.27413+8.61209j -2.38901+6.79764j -1.1243+4.61651j 0.604065-1.24109j -2.17374+5.98924j 0.421768-0.141889j 0.143959+0.662806j 0.354606-3.42915j -0.65792+1.1058j -0.395485+0.59074j 
