-0.0193528-0.0944858j -0.00857711+0.805835j -0.208342-0.533623j -0.266147-2.56653j 0.0970971+1.17773j -0.232426-3.94973j -0.357001+0.340657j 0.0490913-6.71897j 0.0372991-1.26985j 0.069365-0.610454j -0.0916369+7.3647j -0.0305703+0.249522j 0.302243-9.75294j 0.119067-2.47174j -0.403306+7.42523j -0.237313+5.55291j 0.012609+1.40773j -0.317023+4.63057j 0.298235-5.32956j 1.16753-14.1397j 0.390839-3.24343j 0.538493-4.79273j 0.775522-6.83954j -0.103482-0.126876j -0.654734+5.55517j -0.767051+7.54187j 0.891486-5.41489j 1.2101-9.96276j 0.162224+0.918695j 0.727024-8.40942j 0.410807-3.47338j 0.38581-5.7646j 0.15114-1.9739j -0.50416+1.32715j 0.606171-4.59227j 0.56997-0.269584j 0.0684962+1.18678j 0.113484-2.24992j 0.496932-0.817109j -1.65854-0.341084j 0.963975-0.732835j 1.70449-0.941621j -0.730244-0.927146j -1.28783+2.43748j 3.60388-1.70693j -7.37756+2.21558j 1.45242-0.888709j -8.89914+2.7883j -11.5726+3.5258j 3.45718-0.99918j -15.1919+4.43925j 9.95488-2.91234j -6.49133+1.7401j -13.3799+3.51396j -5.03225+1.29329j 29.0216-7.49249j 22.1438-5.72181j -0.225853+0.0348146j -7.03562+1.63038j -2.08955+0.439253j 9.10549-2.07154j 30.5705-7.09305j 4.1228-0.807263j -26.1579+5.95916j 1.04444-0.126136j 23.9276-5.02364j -8.26365+1.83753j 2.1351-0.679748j 22.707-4.69585j -2.084+0.403192j 31.7729-6.51541j -1.10728+0.325843j 7.36849-2.03423j 7.73142-1.76211j 2.17126-0.21219j 14.4067-3.36568j -27.4318+5.27419j 4.14701-0.898773j 13.0094-2.26984j 7.89609-1.34444j 7.10621-1.46738j -13.7512+0.954712j -0.660163-0.202619j -6.18754+0.695009j -10.2564+0.386982j -0.968531+1.05528j 7.19197-0.286221j 1.64333+0.0648444j 3.25628-1.1571j 3.1297-2.31093j -1.52539+0.387574j -2.80974-3.11163j 
14.0576-0.197584j -73.254-2.41271j 45.0761+1.51329j 141.207+9.62176j -49.6632-3.21085j 176.149+13.421j -36.1013-2.71587j 228.153+24.7971j 45.1769+5.42819j 13.9008+3.48454j -183.153-25.7119j -3.64087-0.229649j 150.948+33.9774j 10.7544+7.8873j -48.1714-24.1747j -30.1179-17.7237j -0.566777-5.7756j 11.7404-13.8319j -1.09967+18.5305j -127.91+42.6211j -29.2212+9.39313j -145.986+11.7428j -133.386+19.4032j 61.2067+2.32076j 98.6299-15.4231j 196.407-19.6642j -243.651+11.6117j -391.067+22.6607j 14.5341-2.04939j -371.255+20.3356j -206.904+5.91607j -359.589+10.1738j -101.826+4.52623j 216.95+1.64987j -398.874+5.65353j -195.894+6.48924j 81.2084+1.19355j -164.986-1.08817j -804.658+2.59687j 358.167-6.74008j 323.809+5.50288j -1327.92-20.8702j 1085.83-19.4651j 392.873-5.77846j -2740.88+42.0986j 5434.12-44.0279j -1285.13+43.773j 6571.42-43.477j 8803.53-102.523j -2640.83+28.3416j 11012.3-33.2513j -7475.58+43.0331j 4726.32-6.13898j 9771.66-60.4766j 3833.69-24.0411j -21411.6+78.8753j -16374.5+58.1368j 192.636-7.88275j 5318.02-8.62217j 1400.24-21.6357j -6640.64+29.2394j -22550.3+61.1086j -2802.75+22.4255j 19406.8-23.2509j -482.193+15.4075j -17556.5+15.8135j 6314.95-6.98734j -1703.18-14.0601j -16776.3+15.366j 1554.62-17.735j -23740.4-17.528j 870.542+2.56995j -5263.61-30.6225j -5820.8-2.56816j -1640.36-7.51047j -11208.8-23.4056j 21210.7+38.2439j -3373.01-16.6286j -10356.8-38.3324j -6208.61-8.05533j -5820.43-32.8571j 10510.5+8.57555j 918.949+14.4988j 4774.44+58.9331j 7902.6+50.78j 730.943+40.35j -5264.74-29.2149j -1758.11-17.6117j -2610.14-35.0362j -1546.81+17.1169j 907.318+4.71925j -116.361-6.27156j 
-14.834+0.206162j 76.7796+1.92669j -47.6455-1.33969j -147.232-7.24896j 52.6216+3.11155j -183.999-10.9283j 37.2688+2.50175j -238.819-19.5124j -47.3645-4.47631j -14.0991-1.13887j 191.558+19.5006j 4.37001+0.935866j -158.396-25.8908j -11.1203-6.1666j 49.2438+17.3372j 31.4201+12.8712j 1.88938+4.26973j -11.4986+9.43835j 1.87354-14.6767j 133.135-30.4401j 29.8808-6.02684j 152.279-7.64891j 138.935-14.5063j -63.4716-1.95639j -101.822+12.1711j -205.251+15.1545j 254.163-8.1023j 407.827-14.9082j -15.398+1.71687j 388.083-12.7341j 215.654-3.05328j 374.602-5.90941j 107.292-2.64839j -227.273-3.35485j 416.228-2.51285j 204.701-6.96533j -84.5954-2.49197j 171.408+3.00424j 840.77-2.19187j -373.91+6.5774j -338.767-5.3521j 1387.43+22.2735j -1135.39+19.3309j -411.233+5.01581j 2865.25-42.8094j -5680.49+44.1731j 1341.84-47.3721j -6869.41+43.2515j -9202.02+104.519j 2760.6-27.8485j -11510.4+31.9947j 7813.92-41.8298j -4940.84+5.45777j -10211.8+59.4407j -4004.95+26.6958j 22383.1-75.5596j 17116.5-56.1664j -202.469+7.96955j -5560.1+7.68911j -1462.62+23.9186j 6942.78-28.7375j 23571.8-56.2588j 2930.73-24.1345j -20285.7+17.798j 502.171-16.2402j 18351.6-12.2524j -6601.06+5.98833j 1780.28+15.0471j 17538.3-12.1738j -1626.03+17.6204j 24814.8+24.187j -908.271-4.58792j 5502.6+33.3026j 6085.17+5.27626j 1715.22+10.1354j 11716.9+26.6569j -22171.1-41.4791j 3526.96+18.6804j 10825.2+41.9097j 6490.55+11.0923j 6084.14+36.3151j -10987.5-10.139j -961.204-15.2393j -4990.63-62.7364j -8260.88-54.4j -764.867-42.6403j 5503.34+30.6606j 1837.52+18.8494j 2727.94+36.5559j 1616.68-18.2608j -948.309-5.35103j 122+6.72019j 
-7.06416+0.321408j 36.3231-1.24939j -22.506+0.611654j -68.8808+3.72729j 24.4298-1.47596j -86.5411+5.68274j 18.5484-1.02103j -112.587+10.3694j -22.6626+1.30824j -6.43184+1.02334j 90.51-11.332j 2.41986+0.193048j -74.0889+16.0499j -4.45223+5.66223j 25.0037-13.8262j 15.3548-9.41036j 1.23686-3.65315j -5.80878-8.96613j 0.564842+9.19812j 62.1845+24.0739j 13.7651+5.85546j 71.1589+9.75063j 64.2327+12.7543j -29.952-0.625092j -46.4006-10.2333j -95.7255-13.2445j 117.659+10.0578j 190.572+19.4939j -7.61425-1.15237j 180.571+15.3246j 100.016+8.63835j 175.363+12.6168j 49.6286+3.88379j -106.292-4.91825j 194.61+11.31j 95.9845-3.6717j -39.6627-3.31259j 80.0847+7.08671j 393.755+0.38735j -175.214+1.7099j -159.338-2.12916j 650.894+13.9619j -532.921+8.13603j -193.028+1.17385j 1344.82-16.4822j -2664.83+13.7838j 630.292-20.9662j -3223.2+11.8762j -4318.92+39.501j 1295.88-10.3246j -5401.36+1.64601j 3666.8-12.1792j -2318.97-3.46486j -4793.71+17.0267j -1879.82+8.20115j 10501.8-11.4732j 8032.25-7.61471j -93.1599+4.26868j -2608.91-1.34276j -686.315+8.55034j 3258.96-7.73478j 11062.8-5.14715j 1374.56-7.72808j -9520.26-11.0086j 235.85-6.85892j 8612.46+9.82288j -3096.6-2.4777j 834.603+10.34j 8229.93+8.79103j -763.459+7.26152j 11646.3+31.003j -426.488-1.81703j 2583.19+21.596j 2855.39+5.68596j 803.999+5.68621j 5497.46+22.8196j -10404.8-36.2692j 1654.65+11.3981j 5081.02+26.9643j 3046.28+8.3698j 2855.15+21.8641j -5155.99-9.41975j -451.259-8.94642j -2342.59-33.7738j -3876.87-30.6082j -358.694-21.3942j 2582.34+17.3148j 862.488+9.28324j 1280.6+18.666j 758.796-8.70605j -444.902-3.09955j 57.4941+3.51813j 
-12.4076+0.0109512j 62.7427+1.83832j -38.9352-1.09978j -120.698-6.20924j 43.2019+2.22563j -149.918-10.1129j 31.1517+1.67685j -195.593-17.8842j -38.9832-3.50897j -11.2682-1.51664j 156.685+17.7601j 3.39935+0.548683j -129.394-23.2396j -9.1932-5.42508j 41.0291+15.3855j 26.531+11.7362j 0.23048+4.7134j -9.92272+9.58468j -0.834809-11.9363j 108.148-28.6946j 24.1961-6.06917j 124.27-8.61535j 113.164-12.0416j -52.2281-1.5958j -82.8279+10.1147j -166.927+13.5271j 206.745-7.32273j 331.44-13.3104j -13.0822+1.8593j 315.017-12.2309j 174.785-3.5585j 305.227-6.25069j 86.4572-2.31655j -185.04-1.51684j 338.358-2.50867j 166.736-6.04878j -69.0067-2.3328j 139.912+1.80813j 684.469-2.40055j -304.712+4.92003j -276.01-4.66619j 1129.72+18.2809j -924.973+16.3456j -335.356+4.29658j 2332.74-35.2279j -4625.74+35.9748j 1093.63-38.2987j -5595.03+37.1919j -7496.09+86.8022j 2248.82-23.8912j -9374.95+27.8509j 6364.79-36.7347j -4024.16+5.00997j -8319.18+49.1839j -3262.56+21.3267j 18231.4-64.5456j 13941.2-46.5519j -163.294+5.25309j -4527.81+7.91435j -1192.87+20.7465j 5652.08-23.3142j 19199-48.399j 2387.09-21.2382j -16525.5+18.3488j 409.877-13.9035j 14948.5-13.5558j -5376.02+5.91548j 1450.99+11.5305j 14285.6-11.0844j -1324.64+13.5731j 20213+17.5309j -739.854-3.18714j 4482.08+25.2414j 4956.35+1.94989j 1396.1+6.33732j 9544.37+20.4144j -18059.2-32.7069j 2872.59+15.1109j 8818.66+33.4604j 5287.3+8.08025j 4954.95+29.061j -8949.39-7.12562j -782.555-11.9478j -4065.37-50.1555j -6728.18-43.6557j -622.876-34.3967j 4481.91+25.2731j 1497.51+15.4115j 2222.36+28.9872j 1317.29-14.688j -772.263-4.298j 99.5306+5.40209j 
-0.944083+0.366177j 3.57473-1.65697j -2.2953+1.01214j -8.06392+7.20749j 3.25254-3.09911j -9.97655+10.9637j 2.18657-1.60963j -12.9158+19.1683j -2.9085+3.7634j -1.41266+2.19098j 11.4036-21.7737j 0.113185-0.752026j -10.2141+26.5727j -1.87588+8.78886j 5.75261-20.668j 3.17666-14.5594j 1.10127-5.45149j 1.13086-13.5465j -1.07332+17.2129j 2.09043+38.4528j 0.506106+8.68859j 5.32218+13.5708j 3.38649+18.4066j -3.18174+1.30957j -2.51823-15.1958j -7.19506-20.2488j 9.42618+14.4503j 15.892+26.9621j -0.896192-2.16036j 15.0473+23.1909j 8.51357+9.7712j 15.0123+16.6721j 4.2742+5.63841j -9.88196-3.68868j 17.5852+13.4464j 9.51381-0.429008j -3.55341-2.86164j 7.02917+6.81574j 38.7428+1.51428j -17.6365-0.829327j -15.9294+0.317399j 64.1368+3.70992j -52.3595+0.112837j -18.7959-0.52536j 131.407+1.47514j -261.722-4.74938j 61.7725-0.725482j -316.301-6.13265j -425.274-5.42146j 126.695+1.96767j -531.821-12.1034j 360.406+6.80178j -228.166-3.55453j -472.281-6.05787j -184.343-3.24041j 1035.18+16.8664j 791.316+14.4221j -10.6576+0.937517j -256.868-4.58613j -67.8395-0.749396j 319.57+6.3688j 1089.61+17.219j 135.923+1.84246j -938.425-15.9064j 22.3785-0.504477j 850.087+14.4577j -306.687-3.8141j 80.6169+2.53587j 812.546+12.4079j -75.4546-0.82927j 1148.71+18.8833j -41.6496-0.420289j 254.607+7.35773j 282.051+4.02723j 80.1013+2.4421j 541.677+10.2832j -1027.27-16.7764j 163.158+3.68584j 502.046+9.29769j 300.473+4.92701j 282.269+5.78604j -509.212-6.13505j -44.7048-2.09871j -231.51-7.22703j -383.005-7.8786j -35.4879-3.14475j 255.047+4.29986j 85.581+2.13838j 126.594+3.7278j 75.2198-1.34477j -43.9311-0.570198j 5.6804+0.720082j 
4.78596+0.414257j -25.4579-2.85795j 15.719+1.8118j 47.963+11.1143j -16.8357-4.7247j 59.3163+16.8218j -12.5083-2.5549j 77.8977+30.6754j 15.7135+6.55914j 4.25414+2.11883j -62.5386-32.3424j -1.35462-1.13032j 49.3159+43.8048j 2.0401+12.0801j -14.4151-32.5774j -8.82122-23.0862j -0.882975-8.02199j 4.83212-19.2387j -2.96108+23.6153j -48.5786+59.7898j -10.4391+13.4688j -51.7397+18.7436j -48.266+27.2896j 21.6216-0.220334j 35.5508-21.4452j 70.5807-29.4884j -86.1367+19.3343j -138.309+37.5951j 5.35109-3.27968j -130.775+32.5588j -72.754+12.8862j -126.099+21.8414j -35.7574+7.77254j 76.2321-3.46302j -139.141+16.5944j -67.7353+2.44752j 28.2559-2.525j -57.69+6.84428j -278.419+2.75386j 123.596-3.31363j 112.068+2.73152j -459.446-4.16927j 376.216-7.44605j 136.526-2.48299j -949.283+18.6564j 1881.53-22.2083j -445.175+16.7397j 2275.98-23.7856j 3047.99-47.1065j -914.331+12.4139j 3810.77-26.3097j -2587.26+23.5364j 1636.69-7.1997j 3382.38-32.2281j 1327.43-13.7675j -7411.16+52.4991j -5669.04+38.3727j 69.4091-2.35091j 1841.95-8.01857j 486.062-10.931j -2299.32+17.3674j -7806.62+44.33j -969.574+10.8413j 6717.88-30.2011j -166.419+6.10244j -6078.51+21.6283j 2184.47-8.19703j -589.804-2.83958j -5807.38+20.0368j 538.485-6.22963j -8216.52+14.93j 301.742-1.06244j -1822.04-2.99174j -2014.56+2.80799j -567.799-2.37941j -3880.44+1.79504j 7341.02-3.65035j -1168.03-3.15434j -3584.5-5.18635j -2149.43+1.38012j -2013.95-6.44905j 3637.7-3.64735j 318.208+3.16381j 1652.32+15.6146j 2734.52+11.6458j 253.28+12.4152j -1821.68-6.9554j -607.956-4.75916j -903.152-9.74556j -535.16+5.53431j 313.736+1.28199j -40.4117-1.81543j 
3.71908+0.0602556j -17.4603-1.33941j 11.1657+1.18714j 32.8657+6.49649j -11.8459-2.92875j 41.6147+10.2371j -8.083-1.58933j 52.9553+18.1274j 10.4319+3.55681j 2.5906+2.03499j -42.5053-18.803j -2.20391+0.355668j 34.5594+25.4296j 1.9752+6.41086j -10.2885-18.1131j -6.68964-12.6573j -0.364523-4.69699j 4.24247-10.6732j -1.24915+13.1229j -34.5412+32.9459j -10.2146+7.46413j -35.948+10.4376j -34.1778+15.4566j 14.2201+0.813362j 24.8462-13.1954j 48.731-16.9989j -59.197+10.5968j -95.371+21.9143j 3.64585-2.09039j -90.5581+18.2188j -50.2465+6.88543j -87.4544+12.5099j -24.8617+3.75186j 52.1857-1.97543j -95.9086+9.37921j -46.4592+1.6483j 19.7062-0.829025j -39.5196+3.79982j -192.212+0.950072j 85.5952-1.94677j 77.2251+0.960179j -317.15-2.45243j 260.107-4.99128j 94.509-1.99255j -656.481+11.8296j 1300.14-14.2814j -307.779+11.6685j 1572.69-15.0252j 2106.09-30.4527j -633.588+8.98239j 2633.93-16.8214j -1787.71+14.4425j 1131.66-4.22522j 2338.04-22.1115j 917.118-8.70233j -5122.38+32.8174j -3916.07+24.0849j 46.9093-1.75853j 1272.34-5.80938j 335.205-6.20381j -1588.42+10.7733j -5394+26.3991j -670.053+7.33581j 4642.39-15.8509j -115.158+2.90527j -4200.32+11.7883j 1511.02-4.33358j -407.591-1.57416j -4013.9+12.3148j 374-4.56603j -5679.54+7.26045j 208.818+0.0343542j -1259.99-2.93191j -1393.2+1.6742j -392.249-0.708653j -2681.01+0.0694561j 5073.2-0.670498j -807.142-2.66877j -2476.1-4.06452j -1485.1+0.795098j -1391.31-5.21885j 2513.34-1.44323j 219.92+2.54439j 1141.43+10.5184j 1889.85+8.47007j 174.502+8.50082j -1258.79-5.52033j -420.268-3.64439j -623.267-6.5136j -369.966+3.97644j 217.22+1.00592j -27.7917-1.15334j 
-23.2738-0.633668j 117.756+6.6057j -72.9464-4.87213j -225.751-24.8857j 80.2923+10.8369j -281.875-40.1349j 58.2321+7.35743j -365.974-69.5664j -73.1876-13.7065j -21.8581-6.99977j 293.587+73.2908j 6.95428+0.948871j -243.534-97.6195j -15.5709-24.979j 76.9765+69.6046j 48.2011+52.124j 1.7686+16.4872j -20.847+42.2316j 2.67508-54.7594j 205.981-129.386j 46.0381-29.4698j 233.712-39.2616j 214.693-60.5077j -98.2951-3.92156j -158.058+48.3711j -316.687+63.949j 390.853-41.0459j 627.905-77.2872j -23.9954+7.54734j 597.067-68.0842j 330.728-23.1994j 577.27-42.5249j 163.64-15.3657j -350.208+3.25902j 639.094-30.2592j 314.03-11.5825j -130.137+1.81132j 263.26-8.37815j 1289.83-6.05069j -573.975+11.5969j -520.097-9.81704j 2129.52+28.097j -1742.88+31.9151j -631.542+9.38372j 4397.51-72.5087j -8717.48+83.0396j 2061.96-74.2323j -10541.8+84.7988j -14123.6+179.591j 4237.68-50.7104j -17663.9+75.0109j 11991.1-83.4233j -7582.83+19.9859j -15672+114.651j -6147.68+46.6164j 34346.9-164.737j 26267.4-121.903j -310.013+12.6786j -8532.19+24.8177j -2247.92+41.2759j 10651.6-57.036j 36173-130.987j 4498.13-40.8371j -31132.1+66.9434j 773.737-25.4666j 28163.2-54.4563j -10128.1+21.4038j 2732.29+19.6942j 26912.4-48.8463j -2495.76+28.2257j 38080.4-5.61948j -1394.62-3.37483j 8443.14+37.8648j 9337.6-2.45081j 2632.11+12.9695j 17980.3+19.6089j -34024.2-32.5635j 5411.82+22.8877j 16612.5+48.4057j 9960.44+6.53971j 9335.27+46.0605j -16860.8-1.70248j -1474.64-21.5039j -7658.6-86.2199j -12675.8-71.2544j -1173.23-61.3536j 8443.83+41.3138j 2819.13+26.1431j 4185.45+51.8885j 2481.41-27.9028j -1454.65-7.0773j 187.161+9.87729j 
9.94501+0.631929j -51.5844-3.81598j 31.7168+2.49432j 99.3101+14.714j -34.9534-6.11792j 123.312+22.6911j -25.0634-3.34546j 159.395+40.2158j 30.5802+8.37266j 9.67274+3.07033j -126.49-40.2015j -3.21143-1.26222j 104.772+55.723j 6.21267+14.6113j -31.3504-39.5906j -20.2066-29.5363j -0.777478-9.57494j 9.78653-24.3086j -2.75057+30.7432j -94.0947+75.0352j -20.353+16.2164j -104.043+23.4455j -96.0085+34.319j 43.8441+2.48237j 70.8389-28.7317j 140.658-37.1675j -172.223+23.478j -278.455+46.7299j 10.8042-3.90853j -263.991+39.8795j -146.696+14.4678j -256.08+25.9007j -72.3317+9.20971j 154.179-2.96147j -282.73+19.1286j -138.457+5.13331j 57.2899-1.65704j -116.784+6.32316j -567.823+3.61872j 252.511-5.90603j 228.991+4.84621j -938.304-10.9594j 766.828-14.606j 277.842-4.24971j -1935.62+34.0328j 3837.53-39.1297j -907.722+32.8318j 4639.93-40.6445j 6217.79-84.5507j -1865.29+22.9393j 7778.46-38.0343j -5279.02+38.6158j 3337.61-8.35773j 6900.01-55.8809j 2707.65-22.6997j -15123.7+79.9282j -11562.9+61.2313j 136.764-5.50267j 3756.61-13.3857j 990.258-19.157j -4689.12+26.7402j -15925.9+65.6956j -1981.2+19.7912j 13706.5-37.0898j -339.898+10.88j -12400.2+30.6495j 4457.55-10.1296j -1202.3-7.3538j -11847+26.7264j 1099.33-12.7749j -16765.3+10.0457j 615.114+0.943633j -3716.66-14.9731j -4110.2+3.0338j -1158.85-4.93256j -7915.46-6.00413j 14977.9+7.97303j -2382.28-9.06974j -7313.13-18.2219j -4384.45-1.06249j -4109.88-18.415j 7422.75-1.35365j 649.422+9.05379j 3371.53+36.4376j 5580.49+29.1825j 515.993+26.5689j -3717.13-17.2302j -1241.23-11.2734j -1842.71-21.7595j -1092.28+12.2152j 640.134+2.947j -82.3398-4.24555j 
-6.86769-0.644864j 33.658+1.39866j -20.5771-0.892405j -66.1695-5.71471j 23.2361+2.5458j -80.9834-8.4816j 16.3694+0.851939j -105.971-14.6306j -21.1662-3.17216j -5.68866-0.850244j 85.637+15.781j 2.53494-0.574879j -71.1848-19.9568j -5.04587-5.35487j 22.517+15.0651j 13.9928+9.71467j 0.700133+2.82856j -5.22239+8.8139j 0.455194-10.3848j 58.6716-27.6747j 12.9378-5.19714j 67.3749-6.43302j 60.7627-12.9211j -28.3122-1.55562j -45.7159+10.3804j -89.6329+12.7522j 111.8-8.46164j 179.665-14.5598j -6.90894+0.926191j 170.523-13.2293j 95.0718-4.22382j 166.061-7.684j 46.6677-3.10042j -100.419-0.243411j 183.79-5.34633j 90.5884-4.03586j -36.8712-0.592547j 75.615-0.668878j 371.646-1.54715j -165.195+3.22841j -150.308-2.79134j 614.087+9.06187j -501.265+9.24664j -181.349+2.34928j 1265.92-21.0745j -2510.79+22.8031j 594.677-21.5272j -3038.54+22.9851j -4068.89+50.8312j 1220.66-15.5913j -5089.89+19.8005j 3454.8-22.9864j -2185.13+4.4974j -4516.02+29.784j -1769.99+12.6974j 9895.92-44.1311j 7568.24-31.6883j -88.8868+2.71671j -2458.92+5.9112j -645.808+11.603j 3068.47-16.3233j 10423-33.5408j 1297.02-11.463j -8969.98+17.5383j 222.915-7.69971j 8115.07-12.6997j -2919.15+3.61575j 787.203+7.48024j 7754.47-13.3997j -719.571+8.13297j 10972.2+0.756619j -402.078-0.123848j 2432.54+12.6032j 2690.27-0.357928j 758.295+3.97482j 5180.89+6.19861j -9802.71-11.1315j 1558.83+6.86469j 4786.82+15.2472j 2869.2+1.91667j 2689.64+13.7598j -4858.42-1.32199j -424.962-6.7347j -2206.59-25.8138j -3652.34-21.0673j -338.057-18.4176j 2432.98+11.9292j 812.249+8.19475j 1206.26+14.7629j 714.998-8.42856j -418.754-2.14474j 53.8214+3.03311j 
12.0595+0.733685j -61.1173-5.19188j 37.5037+3.28775j 118.092+18.7092j -42.7455-8.12291j 147.101+29.2154j -29.9636-4.79987j 191.659+51.1701j 37.5613+10.3987j 11.2284+3.75747j -153.083-52.8245j -4.07416-0.985219j 127.318+71.8148j 8.80169+19.4706j -41.1257-51.4025j -26.1082-38.9968j -0.832163-12.4902j 10.0087-32.5237j 0.384196+38.475j -106.332+97.0994j -23.769+22.2158j -122.083+30.0678j -111.171+44.3939j 49.7614+1.30792j 82.0993-36.4196j 163.205-48.3119j -202.754+31.3845j -325.884+59.6099j 12.176-5.53206j -309.883+51.6767j -172.177+19.628j -300.594+33.8631j -84.9924+12.0284j 182.121-4.59077j -332.352+25.6204j -163.786+5.92258j 67.4629-2.66426j -136.874+8.767j -671.797+4.44955j 298.912-6.78433j 270.742+5.83834j -1108.75-12.8829j 907.77-17.6399j 329.041-5.28837j -2289.15+41.5893j 4538.39-49.0998j -1073.4+40.0853j 5488.07-51.7793j 7352.5-102.064j -2206.58+27.0042j 9196-48.6885j -6241.99+47.2536j 3947.09-14.6733j 8157.93-67.9371j 3200.36-28.3738j -17878.4+103.46j -13673.6+77.3438j 159.956-4.67021j 4441.72-15.7062j 1169.2-21.7944j -5546.19+35.223j -18830.2+86.0325j -2341.67+22.6952j 16204.6-48.7401j -402.563+13.2059j -14658.2+39.3555j 5271.15-14.8644j -1422.64-6.27695j -14008.8+36.53j 1299.1-15.2735j -19822.2+19.7132j 725.442-0.0356064j -4393.93-14.698j -4861.17+4.66891j -1371.09-5.2791j -9359.49-3.41885j 17709.6+4.69876j -2816.55-10.0837j -8647.76-19.1554j -5184.64-0.250127j -4859-20.3863j 8776.64-3.69245j 767.028+10.165j 3986.46+41.2688j 6598.09+32.6652j 610.229+30.7531j -4394.97-18.7077j -1467.53-13.0258j -2178.51-25.4241j -1291.83+14.4958j 757.11+3.20519j -97.4226-5.04633j 
-14.97-1.02923j 77.5287+6.08384j -47.8576-4.34781j -149.39-21.1385j 53.118+8.74306j -186.459-33.7401j 38.703+6.74667j -240.413-59.0602j -48.2828-11.6095j -14.1231-4.27171j 194.272+61.1417j 4.68172+1.15423j -160.652-82.3399j -10.5391-22.7437j 48.7231+61.5673j 31.3871+44.6367j 1.42326+14.4398j -13.3283+35.4703j 0.397176-44.8572j 135.554-111.466j 30.1865-25.3832j 155.295-34.3169j 142.03-51.4049j -64.9501-3.02995j -104.544+41.4778j -208.198+55.3862j 256.731-35.8594j 413.112-70.0515j -16.0859+6.08721j 392.988-59.5976j 217.506-21.5882j 380.487-38.635j 107.857-13.7253j -230.687+4.44069j 421.317-28.7305j 207.863-7.52488j -85.73+2.6511j 173.628-9.66924j 849.677-5.6087j -377.755+8.36635j -342.419-7.01766j 1402.87+15.7333j -1147.91+21.9196j -415.994+6.60616j 2896.21-50.6574j -5741.14+59.8157j 1357.71-48.5027j -6943.23+61.0809j -9301.56+124.91j 2790.83-33.9996j -11633+58.614j 7897.55-60.0015j -4995.02+17.7902j -10323.4+82.7717j -4048.86+34.8198j 22622.8-123.311j 17300.3-93.7766j -203.037+6.81174j -5619.05+19.1059j -1479.75+27.1854j 7016.93-43.4727j 23825.9-101.49j 2961.89-29.1932j -20506.4+58.1391j 508.684-16.5076j 18548.9-46.6003j -6671.48+17.802j 1798.9+11.555j 17724.3-42.2424j -1642.87+18.236j 25082.6-17.2978j -919.274-1.1811j 5561.09+20.1618j 6151.09-5.2934j 1733.83+6.81907j 11842.7+6.78024j -22409.5-9.49365j 3563.31+12.7436j 10941+25.6474j 6560.06+1.08424j 6148.21+26.8824j -11105.4+3.22976j -971.339-13.8431j -5043.9-53.7709j -8348.84-42.8616j -772.429-39.4746j 5561.09+24.8499j 1857.18+16.3945j 2756.6+32.4646j 1634.39-18.1952j -958.054-4.21047j 123.319+6.38946j 
-4.02757-0.246886j 19.1641+0.518534j -11.5172-0.680717j -38.171-1.96184j 13.0856+1.29414j -47.9876-3.34758j 9.76735+0.926933j -62.5484-7.12044j -12.4346-1.88618j -3.18727-1.11272j 50.4425+6.66261j 0.643263+0.735658j -41.4975-9.04798j -4.75864-2.85125j 14.3303+5.86438j 9.53159+5.1577j -0.280751+0.592024j -1.29616+3.55754j -1.53058-4.36946j 31.4006-11.7588j 5.91318-2.81724j 37.1924-2.30108j 33.5131-5.49975j -16.0397-0.758304j -25.1311+4.0233j -50.1025+5.67249j 63.7515-2.71521j 101.031-6.48546j -3.54477+0.565989j 96.4834-5.65619j 53.5315-1.61974j 92.9787-3.8787j 26.7961-1.23569j -57.4225-0.372149j 104.206-2.40998j 51.7199-1.80334j -21.0774+0.146936j 42.5182-0.162199j 212.805-0.381099j -94.452+0.987467j -85.4868-1.33536j 351.113+5.49064j -286.056+5.20464j -103.42+1.33886j 724.481-12.3852j -1434.41+13.0586j 338.939-11.9002j -1733.65+12.6881j -2324.21+28.6122j 697.959-9.23987j -2906.45+12.0963j 1971.66-12.9315j -1247.8+2.93228j -2578.92+17.8957j -1012.02+7.76556j 5652.4-24.5861j 4321.5-19.7799j -52.1742+2.0366j -1405.6+5.28248j -369.845+6.85849j 1751.91-9.28173j 5954.06-19.6585j 739.147-6.92672j -5124+9.88649j 128.937-3.45213j 4633.28-8.17615j -1666.88+4.13313j 449.244+3.26055j 4429.75-7.99165j -410.875+5.0404j 6267.53-0.884368j -229.565+0.185267j 1389.38+7.15091j 1536.69-0.118273j 433.575+1.91905j 2960.01+3.59433j -5600.04-4.94806j 890.463+4.10326j 2734.21+7.31753j 1638.93+1.31335j 1536.57+7.87181j -2774.73+0.48715j -242.828-4.02731j -1260.2-14.1008j -2085.95-11.3585j -193.828-10.2017j 1390.14+5.84576j 463.793+4.17137j 688.915+8.54744j 408.66-4.49942j -239.943-1.02351j 30.811+1.61925j 
