-0.143467-0.351162j 0.130128+0.839778j -0.239585-1.23367j 0.753777+1.94186j -0.587795-1.94063j 1.03586+5.20946j -0.792115-0.655425j 1.47654+6.55068j -1.7047-6.55145j 0.387073+1.41061j -2.18843-10.7301j 1.27933+5.1142j 1.19236+5.90857j 2.09917+9.76202j 0.757141+3.43344j 4.3051+20.2877j -2.95266-13.1544j -0.309208-1.21318j 1.00774+5.17794j 1.04383+4.47435j 0.815993+3.90864j 4.7571+22.3673j -0.167919-0.730116j 3.56953+16.8988j 0.222457+1.11346j 7.80246-14.6123j 6.78061-2.91653j 0.208902+0.742497j -3.67201-16.9888j 0.0370614+0.459477j 4.84969+22.1255j 0.840416+3.91918j -1.21989-4.45205j -1.34917-5.25752j 0.108311+1.21237j -3.21424-12.5844j 4.50362+19.5331j -0.782416-3.22769j 2.03205+9.02458j 1.2363+5.64856j 1.21621+4.82479j 1.54111+10.2245j 0.0085204+1.08286j 1.06925+6.5863j 0.770827+6.36943j 0.780263+0.850897j -0.774989-5.2209j -0.336467-1.45928j 0.889242+1.9696j 1.8167+2.44968j -0.449001-1.19068j 2.46882-1.85173j 
-5.69518-110.08j 5.71509+673.659j 11.9173-1170.38j 29.2513+1645.84j -25.0745-1607.15j 37.1968+4078.22j -33.8614-639.714j 44.5285+5156.47j -74.7877-5313.82j 16.9528+1164.77j -33.5586-8232.67j 36.5494+4103.31j 20.7356+4640.98j 55.8517+7544j 23.6598+2761.66j 80.799+15863.3j -56.2473-10284.6j -9.01002-956.961j 13.976+4152.89j 34.7271+3366.52j 14.386+3045.39j 73.8724+17450.2j -15.3081-380.818j 35.5415+13268.1j 13.1661+663.37j 8071.12-9805.94j 5417.2-1008.34j -9.91276+663.06j -33.4127-13266.3j -11.0996+381.936j 17.5834+17449.3j 2.48769+3044.42j 12.4385-3366.08j -6.5507-4153.47j -4.5511+957.423j -1.54028-10283.8j 2.41696+15862.7j 7.68973-2760.84j -14.7079+7542.49j 3.76959+4640.15j -14.4213+4103.07j 7.84314+8233.46j -10.485+1164.68j -43.5329+5312.41j -16.8688+5155.9j -28.1946+639.018j 15.148-4077.55j 15.3777-1606.97j -19.2003+1644.89j 16.8478+1170.23j 1.7674-673.231j -4.48199+109.539j 
-1.37282-27.42j 0.726414+168.707j 3.47085-292.841j 7.14671+411.014j -6.34633-402.371j 8.51267+1018.91j -8.23075-159.579j 9.98872+1287.8j -17.5563-1328.05j 4.94321+291.45j -7.75178-2057.13j 8.37587+1024.29j 4.29794+1159.11j 12.4137+1884.63j 5.36427+690.372j 17.0759+3963.7j -12.4954-2569.01j -2.16199-239.938j 4.06624+1038.94j 8.18759+840.818j 2.85694+760.006j 14.7426+4360.74j -3.8699-94.4085j 6.1833+3315.31j 2.69639+167.069j 2017.44-2448.19j 1353.76-250.591j -2.54877+165.511j -6.25142-3315.52j -3.18942+95.161j 1.66959+4360.07j -0.413131+760.763j 4.4248-840.888j -0.682475-1037.54j -1.31115+239.396j 1.70536-2570.19j -2.14103+3963.78j 2.77836-689.859j -4.82034+1884.8j -0.10952+1159.18j -4.73698+1025.34j 0.867177+2056.99j -3.15134+291.079j -11.8845+1327.24j -5.09115+1288.16j -7.2556+160.338j 4.03477-1019.17j 4.138-401.271j -5.27413+411.053j 3.79289+292.515j 0.587491-168.606j -1.10447+27.3885j 
-0.102369+3.3663j 0.576085-22.1633j -1.52963+38.234j -0.0738836-52.8163j -0.418342+51.2886j 2.53279-131.535j 0.0666571+20.1138j 2.89587-166.044j -2.70126+171.115j -0.300123-38.7775j -5.27467+265.103j 2.64317-132.429j 3.11773-149.16j 4.12939-243.199j 1.40479-89.6067j 10.9004-510.679j -7.99199+330.384j -1.20121+29.5089j 2.4651-134.286j 1.99346-107.772j 2.24199-98.7703j 11.2328-561.243j -0.181209+10.6476j 9.75279-426.633j 0.554042-21.3323j -268.096+310.026j -176.455+28.4144j 0.755191-21.2881j -9.35549+426.855j 1.14592-12.4021j 14.3531-562.036j 2.14971-98.0972j -4.3204+108.727j -2.87351+133.872j 0.96349-30.7003j -8.64926+331.695j 12.9645-511.344j -2.94732+88.717j 6.57308-243.352j 3.79239-149.086j 3.95478-132.284j 6.2758-264.496j 1.46459-37.4681j 6.52847-171.491j 4.88859-166.034j 1.84884-21.3147j -4.22472+131.227j -2.08647+52.2942j 2.49614-53.2341j 0.446012-37.7853j -0.610678+22.121j 0.226401-3.46217j 
-3.80318-67.3099j 3.67691+410.626j 7.02045-713.822j 18.4397+1003.89j -15.7957-980.15j 23.7575+2488.72j -20.7745-390.707j 26.5757+3144.93j -47.5782-3241.28j 10.2407+710.903j -22.5064-5021.96j 23.4889+2502.58j 13.8382+2829.28j 35.9417+4601.28j 14.5871+1684.36j 51.0175+9676.7j -36.0423-6273.93j -5.64537-584.477j 9.56948+2532.76j 21.9822+2053.6j 7.89029+1857.13j 48.9639+10644.1j -10.1092-232.452j 22.5973+8092.31j 8.45792+405.185j 4922.08-5983.25j 3303.45-616.061j -4.76784+403.915j -22.4313-8092.32j -6.62043+232.765j 14.0855+10643.1j 2.34327+1856.91j 6.97085-2053.33j -4.01846-2533.41j -2.49908+583.803j -2.75866-6273.22j 3.8183+9675.37j 3.91507-1683.93j -8.03694+4600.59j 3.04081+2830.43j -7.58762+2502.29j 6.01573+5022.2j -6.40081+710.211j -25.8464+3240.48j -9.30093+3144.79j -17.0593+389.616j 8.47746-2487.06j 9.05971-980.105j -11.2523+1003.27j 10.6122+713.798j 0.963229-410.424j -2.8206+66.8012j 
4.33886+87.8654j -4.9519-538.922j -10.2177+935.345j -24.4582-1315.84j 21.4137+1284.9j -31.968-3260.12j 28.4155+511.703j -38.218-4121.61j 63.8846+4247.58j -15.3922-930.122j 31.3038+6580.68j -33.2089-3280.35j -19.7089-3709.01j -49.4107-6029.58j -21.2593-2208.12j -75.5426-12680.2j 52.155+8219.32j 9.08274+765.6j -13.7747-3319.99j -31.2018-2691.92j -13.179-2432.82j -70.1339-13947.8j 12.7514+305.409j -35.8257-10603.7j -11.6379-529.541j -6444.89+7842.11j -4328.53+809.708j 7.01268-529.642j 34.7387+10603.8j 9.44481-304.763j -25.19-13946.3j -3.92013-2433.56j -7.0744+2690.42j 7.31216+3319.46j 3.2936-765.103j 8.54715+8219.31j -12.0693-12677.8j -3.91141+2206.76j 6.84891-6028.29j -5.66342-3708.69j 8.99768-3279.42j -10.8418-6580.24j 7.40786-930.688j 30.6925-4245.73j 10.7171-4120.7j 21.8053-510.781j -9.30919+3258.89j -11.2446+1284.25j 14.546-1314.51j -13.9382-935.203j -0.994475+538.077j 3.39104-87.5683j 
-4.01643-75.842j 4.10505+462.442j 8.53467-802.789j 21.3367+1130.05j -18.2762-1104.66j 27.1177+2801.3j -23.6805-440.427j 34.4903+3541.1j -55.2462-3649.22j 12.0241+799.732j -27.2266-5652.54j 27.2801+2818.93j 16.6175+3186.24j 41.766+5178.94j 16.8437+1896.55j 64.1153+10893.3j -43.2803-7061.64j -7.89166-657.62j 10.5927+2851.82j 26.142+2311.12j 11.4987+2089.87j 60.0195+11981.5j -10.6286-261.909j 30.6603+9109.03j 9.97802+455.516j 5536.95-6737.7j 3719-695.765j -5.70875+455.672j -29.8295-9110.75j -7.72606+261.514j 22.0673+11981.3j 3.94181+2091j 7.21064-2311j -6.67325-2851.77j -2.42869+657.091j -6.47674-7060.95j 10.2612+10891.4j 3.24509-1895.32j -6.1328+5178.72j 4.93008+3186.12j -7.55814+2817.14j 9.74323+5653.24j -6.30734+799.673j -27.117+3647.54j -8.99539+3539.98j -19.0057+438.741j 8.01035-2800.25j 9.61668-1103.37j -12.0075+1129.29j 11.9439+803.42j 0.948194-462.337j -3.00892+75.2781j 
3.79752+82.0871j -5.13647-500.416j -8.38068+868.86j -25.6043-1222.64j 21.0609+1194.13j -33.9505-3028.17j 26.42+474.745j -40.5688-3830.15j 63.5193+3947.37j -15.4067-864.488j 37.0129+6115.24j -34.128-3047.7j -20.9618-3446.36j -52.1037-5603j -21.4067-2050.46j -83.6061-11781.5j 56.6533+7639.16j 8.3218+710.815j -16.6715-3085.54j -32.6325-2500.25j -14.1649-2260.9j -80.3096-12958.2j 13.3913+282.92j -44.9536-9852.55j -12.2029-492.976j -5979.77+7293.45j -4021.83+757.501j 5.60505-491.896j 43.5728+9853.22j 7.59851-282.893j -38.8704-12957.9j -6.21142-2261.46j -2.96264+2499.39j 10.3478+3084.16j 2.14476-710.954j 16.599+7635.84j -25.0858-11779.4j -0.970162+2050.11j -0.00678704-5600.87j -9.22088-3445.72j 4.26066-3047.03j -17.491-6114.01j 5.51611-864.39j 23.3042-3944.39j 4.61014-3828.38j 19.5766-474.256j -5.34347+3027.93j -8.93743+1192.89j 11.7264-1221.42j -13.8381-869.029j 0.0182864+499.927j 3.16818-80.9984j 
1.4217+22.5822j -1.67929-138.627j -2.10687+239.406j -8.37501-337.61j 7.13175+329.103j -12.1602-835.039j 8.79843+131.432j -15.0035-1056.01j 23.2656+1089.84j -5.18034-238.704j 15.1035+1687j -11.053-840.743j -10.1673-950.966j -21.2093-1545.64j -8.8645-565.98j -35.4355-3249.95j 23.7463+2107.56j 2.34567+195.996j -6.73353-850.638j -12.2804-689.337j -6.3244-624.188j -34.9614-3574.46j 4.64424+78.48j -22.6377-2718.58j -3.57611-136.476j -1642.56+2018.44j -1108.46+213.585j 0.220896-135.486j 22.1422+2718.53j 1.68425-77.9668j -24.4693-3574.48j -4.04612-623.732j 2.23705+689.246j 6.16794+850.495j 0.0486238-196.435j 13.5431+2106.31j -19.4308-3249.06j 2.21378+565.292j -6.20549-1544.99j -5.92397-950.419j -2.30077-840.497j -10.8413-1686.32j 0.500179-238.731j 1.21813-1088.02j -3.12322-1055.9j 4.02624-130.445j 1.93207+835.107j -0.775203+329.047j 1.32485-336.394j -4.25684-239.968j 0.567575+138.059j 0.676098-22.4795j 
-0.3735-2.88494j 0.490567+13.4821j 1.12479-22.8588j 1.72049+32.4414j -0.822749-30.6455j 1.53024+79.4083j -0.855312-13.3831j 2.54976+100.618j -3.71593-103.852j 0.284804+23.3359j -3.62175-161.073j 0.780809+80.4882j 2.14842+91.4345j 3.67445+147.903j 0.939909+53.648j 7.1662+312.052j -4.76936-201.393j 0.0364909-19.1062j 2.17579+82.1427j 2.63771+66.5027j 1.85241+60.0811j 8.13599+342.337j -0.764221-7.17814j 5.58305+259.782j -0.534507+13.1834j 154.275-195.002j 105.892-22.1701j 0.147183+12.9399j -5.31803-260.465j -0.225699+7.4587j 6.40954+341.326j 1.50463+59.5775j -1.74689-65.515j -1.50218-81.291j 0.280149+18.6142j -4.26637-201.119j 5.59219+310.825j -1.06896-54.1041j 2.55108+147.601j 1.54695+90.6873j 1.53231+80.6108j 3.0697+161.66j 0.134066+22.5192j 1.47631+103.475j 1.43636+101.371j -0.18796+12.3067j -1.31408-79.797j -0.348091-31.2805j 0.506558+32.2968j 0.843833+22.8793j -0.140138-13.0013j -0.0722077+2.11138j 
0.390119+23.6766j 0.180773-144.554j -3.52992+251.801j -3.61849-355.1j 2.76459+347.907j -1.81036-879.649j 5.4864+136.559j -2.9207-1110.94j 8.96077+1146.93j -1.96964-251j -3.08913+1777.12j -3.02031-884.608j 1.43841-1000.64j -1.61923-1626.68j 0.00523146-594.962j 3.09171-3422.92j -2.90782+2217.88j 1.85929+206.255j 2.01366-895.817j -2.09725-726.083j 0.25666-656.938j 6.99461-3763.66j 1.71875+81.4041j 9.12824-2863.14j -2.11356-142.554j -1753.82+2105.19j -1169.82+210.058j 2.36924-143.651j -9.91927+2862.36j 3.74375-82.3011j 19.4519-3764.29j 3.7667-657.132j -9.4486+726.122j -4.29464+896.135j 2.20691-206.531j -14.9113+2218.84j 21.522-3422.82j -6.08279+595.929j 14.2217-1627.75j 5.43351-1001.2j 9.26676-885.907j 8.79371-1776.45j 4.29339-250.96j 18.288-1146.97j 11.1911-1112.76j 7.93776-138.152j -9.09028+880.368j -6.22164+347.035j 7.11915-355.272j -2.75391-252.336j -1.40694+145.232j 1.28291-23.5536j 
-3.34706-67.5134j 4.82685+415.744j 6.78207-721.037j 21.5411+1016.55j -18.451-991.431j 28.6404+2516.86j -23.9435-395.386j 36.4119+3181.65j -57.4736-3278.89j 14.0473+719.192j -36.5127-5080.28j 30.1768+2531.35j 21.2234+2863.05j 49.2915+4654.98j 19.5706+1704.1j 78.432+9787.08j -54.6508-6345.48j -8.29868-590.658j 15.7103+2561.7j 29.8841+2077.12j 14.3458+1878.44j 77.876+10766j -10.4078-235.304j 45.6626+8185.71j 9.46982+409.964j 4960.95-6064.71j 3340.7-632.871j -3.68411+409.394j -44.8791-8185.12j -5.71881+234.774j 44.0523+10763.9j 7.3573+1878.35j 0.191413-2076.55j -11.064-2561.91j -1.31552+590.227j -21.2121-6343.89j 31.0182+9785.03j -1.4165-1703.48j 5.30239+4652.98j 10.4916+2862.43j -0.811488+2531.06j 19.4677+5079.23j -3.95079+718.131j -15.382+3276.89j -0.371686+3180.52j -15.1671+393.749j 1.60747-2515.3j 6.36076-990.961j -7.92559+1014.48j 12.1992+722.074j -0.3697-415.235j -2.47366+67.2582j 
0.820878+8.50424j -1.29502-53.3939j -0.633855+92.6929j -4.43759-130.208j 4.08022+126.97j -6.53523-322.015j 3.94141+50.4683j -9.51012-405.422j 12.5858+420.075j -2.85885-91.8901j 9.96615+648.423j -7.99882-322.867j -8.04076-363.908j -12.6206-594.788j -5.87476-217.23j -23.3193-1250.32j 15.6418+810.901j 1.95701+75.5003j -5.46972-327.03j -7.77517-265.55j -4.68396-240.416j -25.0095-1374.87j 2.01634+30.2153j -17.4108-1045.12j -1.752-52.4168j -625.602+781.302j -424.968+85.4559j -0.0231287-51.9276j 17.0445+1045.14j 0.254388-29.6416j -20.8949-1374.21j -3.5738-239.851j 3.94308+265.223j 5.1301+327.486j -0.55125-75.3004j 12.3115+809.843j -18.2292-1249.33j 2.92461+217.357j -7.9897-593.933j -5.56748-365.47j -3.89017-322.896j -9.43835-648.473j -0.921013-91.6907j -3.71165-417.934j -4.76468-405.782j 0.771547-50.2945j 3.71113+320.921j 1.08907+126.405j -0.814123-129.37j -2.00025-92.1913j 0.651946+53.1417j 0.0880321-8.74567j 
2.54097+48.5951j -3.85261-303.307j -3.68209+526.792j -16.9319-741.28j 16.1624+723.311j -27.1967-1837.38j 17.5962+288.823j -33.8287-2323.02j 50.4589+2393.85j -10.5139-524.236j 36.0235+3708.38j -28.1515-1849.37j -19.9822-2090.54j -45.6604-3398.47j -19.618-1243.01j -78.1154-7145.66j 53.5857+4632.49j 7.29481+431.529j -16.5255-1870.48j -26.9304-1515.99j -14.3717-1371.03j -79.9529-7859.48j 8.5903+171.976j -50.5283-5975.75j -7.96366-298.929j -3609.14+4437.67j -2436.54+468.834j 1.40436-298.919j 49.9308+5975.27j 2.96554-170.718j -55.0244-7857.72j -9.28404-1370.9j 5.08032+1515.16j 13.5654+1870.6j 0.00871277-430.937j 30.1033+4630.94j -44.3303-7143.32j 4.35957+1243.09j -14.7948-3396.59j -14.3697-2089.52j -5.3539-1847.8j -24.9065-3707.74j 0.643737-523.831j 2.59179-2391.73j -6.97849-2321.25j 9.13245-287.652j 4.89884+1835.91j -1.67093+723.282j 3.15664-740.31j -9.36896-527.099j 1.12394+303.496j 1.40116-49.4955j 
2.95071+35.5854j -3.83734-217.94j -1.61997+377.982j -13.9742-532.08j 11.3689+520.674j -22.0266-1317.05j 13.9563+206.414j -27.7897-1664.64j 39.1806+1714.78j -10.0853-376.74j 29.9577+2658.08j -22.1576-1324.77j -16.6428-1498.42j -36.0889-2436.09j -15.3182-892.971j -64.3118-5121.63j 43.6078+3320.49j 5.65484+309.5j -14.4092-1340.78j -22.2897-1086.17j -12.0734-982.709j -66.5284-5633.92j 6.8053+123.146j -43.7159-4283.4j -6.10712-213.623j -2581.82+3185.21j -1746.19+339.406j 0.318847-214.004j 42.9079+4282.5j 1.60982-123.086j -49.9032-5631.88j -8.13326-982.928j 6.77531+1086.23j 11.729+1340.6j -1.07747-308.893j 27.7526+3318.83j -40.7205-5119.92j 5.48755+891.14j -14.9615-2434.24j -12.3219-1497.75j -6.4647-1324.01j -21.8308-2657.6j -0.241227-375.647j -1.88615-1713.97j -8.02138-1664.11j 5.82354-205.498j 5.98174+1316.09j -0.143882+518.309j 0.518386-530.402j -7.27162-377.908j 1.25282+217.33j 0.941975-35.4692j 
1.19337+22.8389j -2.27401-142.006j -1.89869+247.591j -7.18393-347.447j 5.95383+338.874j -7.10122-861.79j 6.99292+135.175j -11.953-1086.4j 15.3221+1122.18j -3.8609-246.088j 8.782+1738.44j -7.51966-865.785j -3.74009-979.09j -12.3739-1591.2j -5.48918-583.015j -20.0537-3348.24j 12.6444+2169.73j 1.698+202.057j -3.27052-875.741j -6.94888-711.078j -3.35941-642.522j -16.9535-3682.63j 3.35387+80.264j -8.50405-2799.99j -2.80066-140.384j -1702.66+2070.52j -1143.59+213.559j 1.90654-140.074j 8.40335+2800.4j 2.30836-80.4479j -5.3384-3682.48j -0.824657-642.849j -2.74374+710.564j 1.55639+876.505j 0.901595-202.311j 1.0026+2170.45j -1.75169-3347.88j -1.01569+582.557j 2.28307-1591.73j -1.13099-979.325j 2.85575-865.91j -2.5169-1737.68j 1.98741-245.605j 9.30022-1121.25j 3.31761-1088.17j 6.07373-135.044j -3.08118+860.643j -3.32471+339.209j 4.0299-347.243j -3.77314-246.873j -0.39223+142.067j 0.933126-23.0555j 
-0.882192-6.56976j 0.705276+38.8168j 0.0307415-66.9977j 2.92195+92.177j -3.85785-91.7401j 5.80245+231.531j -3.92751-35.8622j 8.31119+292.191j -11.2133-301.434j 0.920397+66.893j -9.80703-467.074j 6.57063+234.042j 6.10973+263.65j 12.091+428.512j 5.25791+157.17j 23.2881+901.662j -15.2327-584.214j -1.53443-54.1306j 5.47265+235.432j 6.77663+191.733j 4.61888+172.638j 24.3026+991.195j -1.66883-21.9706j 17.2196+753.268j 2.02096+37.1359j 446.753-566.324j 306.016-63.9028j 0.507878+37.9856j -17.1755-752.795j 0.28008+21.5607j 22.2015+990.236j 3.9241+172.686j -5.19984-191.067j -4.86681-235.783j 0.824456+53.9142j -13.3105-583.831j 19.291+900.502j -3.40444-156.388j 8.84272+428.229j 5.53512+263.482j 4.76624+232.89j 9.99048+467.26j 1.00224+65.7805j 5.65401+300.633j 5.75192+292.111j 0.162939+35.8477j -4.60883-231.278j -1.35968-90.9286j 1.78241+93.1682j 2.00707+66.6628j -1.05044-38.1542j -0.202847+5.92079j 
2.0467+33.3062j -2.57834-201.843j -1.92388+348.902j -12.0162-491.549j 9.26534+480.574j -18.1129-1214.81j 10.5731+190.883j -21.1883-1537.8j 33.3444+1585.04j -7.39106-346.974j 23.0248+2456.38j -17.6103-1224.32j -14.1571-1384.29j -30.8496-2249.43j -12.541-824.34j -51.7609-4730.55j 35.0053+3066.73j 4.61726+284.925j -11.5797-1238.43j -17.3986-1004.54j -9.58951-907.706j -51.4172-5203.54j 5.97102+113.835j -32.8292-3956.22j -5.44475-198.161j -2390.49+2938.02j -1613.52+310.315j 1.16578-197.666j 32.7915+3956.47j 1.83898-113.746j -36.253-5202.89j -6.16284-907.873j 3.61866+1003.54j 8.47682+1238.26j -0.233694-285.189j 19.8784+3066.22j -28.6892-4729.68j 3.25758+823.04j -9.4353-2249.37j -9.1081-1383.56j -3.29224-1223.25j -16.2826-2455.26j 0.316554-347.091j 1.95874-1583.62j -4.53397-1537.18j 6.34983-190.405j 3.07584+1215.82j -1.22145+478.747j 2.13413-490.27j -6.21197-349.066j 0.737866+200.87j 0.891997-32.8332j 
-0.0368415-0.476822j 0.968246+7.74709j 0.758397-15.6984j 1.15657+20.2314j 2.17149-19.9669j 0.159544+50.5672j -0.72006-9.87021j 0.245955+63.6841j -0.546307-65.2841j 0.543193+13.5904j -0.608697-102.987j 0.562843+50.5669j 0.489012+57.6855j 0.780611+94.0457j 0.693168+34.6041j 1.75688+196.546j -1.57287-127.885j -0.433658-11.5649j -0.00813134+51.1877j 0.712625+41.7875j 0.1375+37.7472j 1.57121+215.67j -0.306518-4.61891j 0.877384+164.458j 0.24672+8.14703j 100.081-121.648j 67.0274-12.461j 0.294653+8.26277j -0.741952-164.22j -0.00915553+4.25486j 0.884579+216.293j 0.151204+37.7392j -0.345172-41.5919j -0.256978-51.6303j 0.25182+11.9328j -0.262583-127.325j 0.377962+196.61j 0.323835-34.0898j 0.0900496+93.3098j 0.0140276+57.5632j -0.279795+50.854j 0.560152+102.238j -0.13341+14.1026j -0.38252+65.6914j 0.0617629+63.8394j -0.394871+8.10367j 0.0526474-50.5488j 0.092036-19.7232j -0.396428+20.3272j 0.28502+14.275j 0.143484-8.45415j -0.0783429+1.46059j 
0.579059+0.83936j 0.809623-6.28593j -0.306996+12.0517j 0.752663-17.1889j -0.811063+16.3999j 3.39223-40.7102j -0.727263+8.10105j 4.68323-51.1415j -5.51637+53.6492j 0.897399-12.4837j -8.21787+82.5066j 4.76548-41.1481j 4.7344-47.0225j 7.94111-76.2091j 3.2382-27.9679j 16.1672-160.633j -10.5294+104.062j -0.953239+9.56708j 4.39962-41.9257j 3.61672-33.754j 3.17276-30.7605j 17.8483-176.498j -0.0887809+4.067j 14.1108-134.402j 0.867675-6.75447j -92.4775+90.8764j -55.9719+4.08741j 1.30886-7.03111j -14.2837+134.341j 1.15862-3.81408j 19.8665-177.203j 3.53993-30.7582j -5.36895+34.3882j -4.35081+42.3026j 1.41067-9.61507j -12.6164+104.073j 18.4837-161.07j -4.03835+28.1943j 9.29026-76.771j 5.2833-47.0841j 5.51694-42.0149j 9.0832-83.6883j 1.8089-11.6982j 8.19365-54.6045j 6.67236-52.7485j 2.245-6.8521j -5.16181+41.6891j -2.57362+16.581j 2.93329-17.0575j 0.887806-11.5468j -1.08769+6.81668j 0.233391-1.56994j 
-1.32653-14.1111j 2.68941+92.1952j 2.42475-160.337j 4.17273+225.762j -3.55551-222.823j 6.42808+561.629j -4.52473-88.8754j 6.69888+709.786j -10.5851-731.851j 2.77294+160.848j -5.24467-1134.7j 5.20157+564.845j 3.24338+639.402j 7.89971+1039.35j 3.39448+379.929j 12.9049+2185.89j -9.16121-1416.71j -1.48834-131.984j 2.2868+572.349j 5.19344+464.1j 2.13031+419.596j 12.5857+2404.27j -2.29054-52.43j 6.31379+1827.95j 2.01002+91.2046j 1111.15-1351.78j 746.491-139.692j -1.38234+91.4429j -6.00681-1827.9j -1.76711+52.8217j 3.72581+2404.05j 0.744051+419.451j 1.79948-463.42j -1.52761-572.075j -0.581379+131.881j -0.771783-1416.89j 1.69709+2185.63j 0.925586-380.607j -1.32471+1039.38j 0.965581+639.445j -1.69678+565.212j 1.77802+1134.27j -1.49346+160.662j -5.68222+732.233j -2.01968+710.43j -3.7657+87.8922j 1.58659-561.989j 2.06083-221.211j -2.58601+226.512j 2.5665+161.46j -0.259332-92.7608j -0.888408+15.057j 
0.748203+3.77241j 0.749496-28.2625j 1.4228+46.8162j -1.90796-66.2372j 1.917+65.0421j -3.45421-163.039j 1.05874+25.2552j -3.8748-206.595j 5.43291+213.112j -1.86085-46.8888j 4.76977+329.659j -3.29638-164.535j -3.00132-185.882j -6.01065-302.083j -2.58935-111.012j -10.9863-635.141j 7.95587+411.795j 0.979449+38.6357j -2.16624-166.161j -3.12857-134.753j -1.99227-121.917j -11.7602-698.819j 1.10374+15.4671j -8.06508-531.207j -0.993652-26.6179j -318.128+396.603j -216.127+43.2472j 0.0114716-26.6612j 8.26436+530.973j 0.384631-15.0375j -10.0815-697.877j -1.78483-121.837j 2.06879+134.554j 2.36713+166.224j -0.281023-38.198j 5.94833+411.094j -8.50445-634.302j 1.16179+110.167j -3.39017-301.651j -2.41618-185.511j -1.89979-163.986j -4.40307-329.392j -0.272317-46.3954j -1.3359-211.978j -2.07756-206.016j 0.838342-25.425j 1.47104+163.027j 0.351355+64.2919j -0.246533-65.472j -1.26454-46.4182j 0.0767639+27.0753j 0.168927-4.33758j 
-2.46882-1.85173j 0.449001-1.19068j -1.8167+2.44968j 0.889242-1.9696j -0.336467+1.45928j 0.774989-5.2209j -0.780263+0.850897j 0.770827-6.36943j -1.06925+6.5863j 0.0085204-1.08286j -1.54111+10.2245j 1.21621-4.82479j 1.2363-5.64856j 2.03205-9.02458j 0.782416-3.22769j 4.50362-19.5331j -3.21424+12.5844j -0.108311+1.21237j 1.34917-5.25752j 1.21989-4.45205j 0.840416-3.91918j 4.84969-22.1255j -0.0370614+0.459477j 3.67201-16.9888j 0.208902-0.742497j -13.0114+10.3001j -7.3137+0.0281451j 0.222457-1.11346j -3.56953+16.8988j 0.167919-0.730116j 4.7571-22.3673j 0.815993-3.90864j -1.04383+4.47435j -1.00774+5.17794j 0.309208-1.21318j -2.95266+13.1544j 4.3051-20.2877j -0.757141+3.43344j 2.09917-9.76202j 1.19236-5.90857j 1.27933-5.1142j 2.18843-10.7301j 0.387073-1.41061j 1.7047-6.55145j 1.47654-6.55068j 0.792115-0.655425j -1.03586+5.20946j -0.587795+1.94063j 0.753777-1.94186j 0.239585-1.23367j -0.130128+0.839778j 0.143467-0.351162j 
